term	valence
hold it	0.166
pasta sauce	0.166
tights	0.166
pinpoint	0.166
sentimental	0.166
built	0.166
caesar salad	0.166
acquit	0.166
iconic	0.166
patron	0.166
infusion	0.166
characteristic	0.166
observing	0.166
schnapps	0.166
rookie	0.166
definitive	0.166
chicken broth	0.166
arbor	0.166
top off	0.166
airspeed	0.166
restitution	0.166
infallibility	0.166
aggregation	0.166
empiricism	0.166
locate	0.166
guy	0.166
recall	0.166
seminar	0.166
invoke	0.166
quantum mechanics	0.166
the former	0.166
buzzed	0.166
privy	0.166
music hall	0.166
aligned	0.166
instructive	0.166
scintillator	0.166
clean from	0.166
inquire	0.166
aristocrat	0.166
forwarding	0.166
changer	0.166
game one	0.166
sappy	0.166
web	0.166
kickoff	0.166
extra point	0.166
filmy	0.166
duty	0.166
voting age	0.166
pavilion	0.166
tempered	0.166
sixteen	0.166
manicurist	0.166
put towards	0.166
little sister	0.166
top up	0.166
sentient	0.166
whitish	0.166
spec	0.166
sensibility	0.166
sticker	0.166
tax credit	0.166
self conscious	0.166
federal reserve	0.166
petunia	0.166
garlic sauce	0.166
remake	0.166
grape jelly	0.166
probable	0.166
read through	0.166
masculinity	0.166
elucidate	0.166
ethnic	0.166
football field	0.166
grader	0.166
consummation	0.166
delicate	0.166
solidify	0.166
subscription	0.166
sensory	0.166
airs	0.166
alloy	0.166
capsule	0.166
monarch	0.166
bubble with	0.166
forage	0.166
oak	0.166
oven	0.166
approximating	0.166
learning curve	0.166
milk crate	0.166
little brother	0.166
thesis	0.166
behemoth	0.166
enforce	0.166
free market	0.166
bright red	0.166
rejoice in	0.166
coffee pot	0.166
condescending	0.166
talk up	0.166
gilt	0.166
innermost	0.166
vocal	0.166
socket	0.166
confide in	0.166
lap	0.166
cable	0.166
consumer goods	0.166
dozen	0.166
french bulldog	0.166
pacing	0.166
comparison	0.166
artichoke	0.166
earring	0.166
bookseller	0.166
sound system	0.166
existential	0.166
partridge	0.166
bookmaker	0.166
sparrow	0.166
editorial	0.166
battle royal	0.166
finally	0.166
two step	0.166
pine	0.166
tribal chief	0.166
ticket holder	0.166
tactics	0.166
receiver	0.166
artificial intelligence	0.166
monetary	0.166
elapsed	0.166
anecdote	0.166
slice	0.166
fielder	0.166
milk carton	0.166
identify with	0.166
details	0.166
parmesan cheese	0.166
public land	0.166
client	0.166
round table	0.166
pointer	0.166
portal	0.166
overall	0.166
dividend	0.166
special ed	0.166
report	0.166
basketball game	0.166
flirt with	0.166
daring	0.166
patronage	0.166
hawk	0.166
kit	0.166
deliver	0.166
parson	0.166
necktie	0.166
proverbial	0.166
roller skates	0.166
convene	0.166
global	0.166
patient	0.166
castor	0.166
navigator	0.166
scoop	0.166
collective	0.166
initial	0.166
nave	0.166
up on	0.166
unobstructed	0.166
repair	0.166
know how	0.166
snuggle up	0.166
petroleum	0.166
old english	0.166
code	0.166
leaf	0.166
manifestation	0.166
cardinal	0.166
sofa	0.166
moral compass	0.166
twosome	0.166
wok	0.166
foresee	0.166
linguist	0.166
kinetic	0.164
beef	0.164
polo	0.164
avid	0.164
trepidation	0.164
apt	0.164
structural	0.164
auditor	0.164
telekinesis	0.164
democrat	0.164
heap	0.164
extol	0.164
sharpen	0.164
zenith	0.164
parity	0.164
vote	0.164
stalls	0.164
veterinarian	0.164
approximation	0.164
resonate	0.164
moderate	0.164
genus	0.164
operate	0.164
chrome	0.164
intercede	0.164
juror	0.164
impervious	0.164
shortly	0.164
shipment	0.164
schooling	0.164
canary	0.164
acrylic	0.164
teeming	0.164
spoonful	0.164
minute	0.164
favoritism	0.164
lyrics	0.164
tempo	0.164
instructions	0.164
sighting	0.164
canterbury	0.164
ransom	0.164
boreal	0.164
mouse pad	0.164
description	0.164
module	0.164
stirring	0.164
strive	0.164
nose	0.164
graffiti	0.164
clothesline	0.164
moped	0.164
mores	0.164
tint	0.164
pinball	0.164
outspoken	0.164
balsamic	0.164
transformer	0.164
buildings	0.164
hair	0.164
apron	0.164
corporal	0.164
goulash	0.164
packet	0.164
offered	0.164
salesgirl	0.164
appliance	0.164
symbolically	0.164
arched	0.164
locality	0.164
thermos	0.164
sprout	0.164
sand	0.164
footbridge	0.164
land	0.164
physics	0.164
needful	0.164
thoroughfare	0.164
pivotal	0.164
chaplain	0.164
whale	0.164
evangelist	0.164
superiority	0.164
label	0.164
singularity	0.164
silhouette	0.164
rhubarb	0.164
shelters	0.164
compactness	0.164
clerkship	0.164
broker	0.164
verb	0.164
workup	0.164
neural	0.164
unlock	0.164
racquetball	0.164
employee	0.164
tentative	0.164
fated	0.164
repairman	0.164
epilogue	0.164
numeral	0.164
professorship	0.164
earl	0.164
reinvestment	0.164
aversation	0.164
sit with	0.162
huge number	0.162
tractor trailer	0.162
last name	0.162
large amounts	0.162
listen for	0.162
market forces	0.162
alley oop	0.162
shopping around	0.162
touch down	0.162
lip balm	0.162
taste buds	0.162
world map	0.162
spelling bee	0.162
recent memory	0.162
alphabetical order	0.162
apple sauce	0.162
land rover	0.162
big ben	0.162
homeland security	0.162
news flash	0.162
the means	0.162
weather forecast	0.162
by far	0.162
soda/pop	0.162
field day	0.162
all caps	0.162
no worries	0.162
collective agreement	0.162
community college	0.162
key point	0.162
sign into	0.162
leather jacket	0.162
to date	0.162
going to	0.162
expectancy	0.162
party girl	0.162
treat to	0.162
all aboard	0.162
it takes	0.162
young girl	0.162
pass around	0.162
tea tree	0.162
program director	0.162
eye level	0.162
talk show	0.162
washing machine	0.162
clue in	0.162
make over	0.162
dental hygienist	0.162
city manager	0.162
black cherry	0.162
written down	0.162
red bean	0.162
base hit	0.162
biweekly	0.162
true colors	0.162
bring back	0.162
point taken	0.162
grand prix	0.162
in common	0.162
total eclipse	0.162
football stadium	0.162
come over	0.162
settle in	0.162
full blast	0.162
finance minister	0.162
close contact	0.162
plain english	0.162
take precedence	0.162
work day	0.162
paper bag	0.162
each week	0.162
key to	0.162
need to	0.162
collard greens	0.162
know someone	0.162
estate market	0.160
strut	0.160
abbey	0.160
narrative	0.160
chapter	0.160
backgammon	0.160
chute	0.160
fete	0.160
sturdy	0.160
in stock	0.160
farming	0.160
competition	0.160
precursor	0.160
storefront	0.160
rubber stamp	0.160
flares	0.160
background check	0.160
beacon	0.160
dumpling	0.160
beck	0.160
attendant	0.160
blouse	0.160
pertinent	0.160
pea	0.160
asymmetric	0.160
comeback	0.160
guild	0.160
skin tone	0.160
bicolor	0.160
copper	0.160
manifested	0.160
incase	0.160
institution	0.160
caddy	0.160
steering	0.160
renegotiate	0.160
be in	0.160
madam	0.160
estrogen	0.160
pass over	0.158
jimmy	0.158
zing	0.158
moral support	0.158
summer school	0.156
two weeks	0.156
ubiquity	0.156
traffic calming	0.156
academia	0.156
vacant	0.156
school principal	0.156
innkeeper	0.156
mechanical engineering	0.156
cash flow	0.156
scotch	0.156
copy editor	0.156
heal all	0.156
bring to	0.156
time travel	0.156
bank on	0.156
full force	0.156
manual transmission	0.156
east side	0.156
pool table	0.156
have expectations	0.156
real reason	0.156
stay over	0.156
allegation	0.156
gram	0.156
secondary school	0.156
special education	0.156
more like	0.156
come across	0.156
public transportation	0.156
automated	0.156
phone call	0.156
say goodnight	0.156
building block	0.156
necessitate	0.156
belong to	0.156
kiddie pool	0.156
fruit loops	0.156
long ball	0.156
moods	0.156
girl scout	0.156
fast forwarding	0.156
body guard	0.154
motor oil	0.154
marinara sauce	0.154
fast pace	0.154
fastener	0.154
heal up	0.154
as follows	0.154
front runner	0.154
light into	0.154
ramen noodles	0.154
credit score	0.154
buy up	0.154
plating	0.152
jiff	0.152
scintillation	0.152
parakeet	0.152
serpentine	0.152
filigree	0.152
safety car	0.152
mascara	0.150
allstar	0.150
glass door	0.150
security forces	0.150
invariance	0.148
reissue	0.148
placekicker	0.148
jet pack	0.148
ironworker	0.148
fishery	0.148
home made	0.148
stove top	0.148
rebook	0.148
near	0.148
precedent	0.148
now then	0.148
cosmographical	0.148
just now	0.148
glycogen	0.148
seedless	0.148
epinephrine	0.148
office chair	0.148
universally	0.148
sunday school	0.148
bongo	0.148
golf club	0.148
installer	0.148
charge up	0.148
vicariously	0.148
what's more	0.148
chicks	0.148
skitter	0.148
front page	0.148
pragmatically	0.148
decimalization	0.148
homogenous	0.148
greenish	0.148
collider	0.148
have sex	0.148
radio show	0.148
shoemaking	0.148
voting system	0.148
coinable	0.148
come away	0.148
spending spree	0.148
someone	0.148
respire	0.148
adjudicator	0.148
mildly	0.148
law professor	0.148
mobile phone	0.148
dash	0.148
epistemological	0.148
daylong	0.148
pass as	0.148
lymphocyte	0.148
public transit	0.148
headland	0.148
luminal	0.148
by trade	0.148
wherever	0.148
price list	0.148
photoelectric	0.148
occurrence	0.146
interview	0.146
plantation	0.146
swipe	0.146
goalie	0.146
lacrosse	0.146
bluegrass	0.146
name	0.146
innings	0.146
bluebird	0.146
radio	0.146
fingerscrossed	0.146
vast majority	0.146
brig	0.146
definition	0.146
micrometer	0.146
expire	0.146
bing	0.146
golf	0.146
snoopy	0.146
sax	0.146
childish	0.146
gent	0.146
suggest	0.146
foreign	0.146
concept	0.146
bulletin	0.146
rapids	0.146
symposium	0.146
compete	0.146
tern	0.146
concurrent	0.146
airlift	0.146
fryer	0.146
projector	0.146
porridge	0.146
gum	0.146
confer	0.146
synaptic	0.146
explanatory	0.146
peep	0.146
doorway	0.146
presto	0.146
somethingigetalot	0.146
horizontal	0.146
huge	0.146
glen	0.146
condor	0.146
fig	0.146
soldering	0.146
keyboard	0.146
reclamation	0.146
modem	0.146
free time	0.146
inquirer	0.146
wingman	0.146
mouthpiece	0.146
resume	0.146
group	0.146
settler	0.146
twofold	0.146
spokesperson	0.146
incorporation	0.146
bodega	0.146
forefront	0.146
recording	0.146
consuming	0.146
echo	0.146
fanatic	0.146
lightbulb	0.146
hangout	0.146
camper	0.146
comp	0.146
snapshot	0.146
dental	0.146
disk	0.146
chapel	0.146
treat	0.146
resort	0.146
trace	0.146
conclave	0.146
stocks	0.146
marksmanship	0.146
occupying	0.146
guru	0.146
dual	0.146
consul	0.146
decathlon	0.146
climber	0.146
parliament	0.146
liter	0.146
constituents	0.146
constable	0.146
slippers	0.146
tangent	0.146
append	0.146
chipmunk	0.146
hallway	0.146
grail	0.146
ultrasound	0.146
communicator	0.146
ceramics	0.146
tracer	0.146
fervor	0.146
miss	0.146
targeted	0.146
mechanism	0.146
transitional	0.146
sly	0.146
half dollar	0.146
lordship	0.146
chime	0.146
brackets	0.146
loose	0.146
indicator	0.146
tactile	0.146
ringer	0.146
integer	0.146
correspondent	0.146
solucky	0.146
pragmatic	0.146
snappy	0.146
plenary	0.146
helmet	0.146
mailbox	0.146
loud	0.146
pelican	0.146
place	0.146
disguise	0.146
departure	0.146
cameo	0.146
sharpened	0.146
millennium	0.146
prospector	0.146
rotary	0.146
stockholder	0.146
constituent	0.146
creed	0.146
registry	0.146
tailor	0.146
respond	0.146
navigational	0.146
hamlet	0.146
testosterone	0.146
ideology	0.146
fabrication	0.146
chow	0.146
accumulate	0.146
unimaginable	0.146
pill	0.146
archer	0.146
prolong	0.146
fennel	0.146
potter	0.146
govern	0.146
sandbox	0.146
glacier	0.146
paradigm	0.146
overtake	0.146
french horn	0.146
bartender	0.146
utensil	0.146
appurtenances	0.146
trumpet	0.146
western	0.146
subsidy	0.146
menagerie	0.146
domain	0.146
subsist	0.146
storage room	0.146
lukewarm	0.146
canine	0.146
keystone	0.146
bison	0.146
smart guy	0.146
justthebeginning	0.146
embryonic	0.146
granite	0.144
submarine	0.144
countersink	0.143
directorate	0.143
saltine	0.143
reseal	0.143
draftsman	0.143
might	0.143
sociologically	0.143
demonstrational	0.143
ecclesiasticism	0.143
portuguese	0.143
northerly	0.143
turnabout	0.143
satiability	0.143
supersession	0.143
lightwood	0.143
cummerbund	0.143
phototropism	0.143
galvanization	0.143
slavic	0.143
hematologist	0.143
decongestive	0.143
semiconducting	0.143
shogun	0.143
inceptor	0.143
microinjection	0.143
hypothesize	0.143
preternaturally	0.143
very	0.143
reinitialize	0.143
fife	0.143
farthest	0.143
antisubmarine	0.143
listerine	0.143
upwelling	0.143
madras	0.143
microsecond	0.143
transmigration	0.143
floury	0.143
mentalist	0.143
localizable	0.143
prefecture	0.143
mixable	0.143
diffuser	0.143
tank top	0.143
obstetrical	0.143
databank	0.143
readmission	0.143
successional	0.143
kung	0.143
entranceway	0.143
countermovement	0.143
helpdesk	0.143
drafter	0.143
enumerative	0.143
dinette	0.143
morphological	0.143
simultaneousness	0.143
multisystem	0.143
sexology	0.143
puppetry	0.143
housecleaner	0.143
refasten	0.143
reinvestigate	0.143
coffeemaker	0.143
alas	0.142
beyond words	0.142
sales representative	0.142
transit system	0.142
copter	0.142
water heater	0.142
centrality	0.142
first hand	0.142
fighting spirit	0.142
transportation system	0.142
comic strip	0.142
prank	0.142
fits	0.142
sifting	0.142
eat up	0.142
key lime	0.142
ambrosia	0.142
time management	0.142
hark	0.142
with wings	0.142
microbiology	0.142
apology	0.142
category	0.142
eat on	0.142
gradual	0.142
pagoda	0.142
tangerine	0.142
legislate	0.142
fifty	0.142
bearing	0.142
condone	0.142
prologue	0.142
fluvial	0.142
icebreaker	0.142
singularly	0.142
afterlife	0.142
olive	0.142
dragonfly	0.142
draw in	0.142
classified	0.142
lobster	0.142
early on	0.142
screenwriter	0.142
ministerial	0.142
sensor	0.142
escalation	0.142
fiesty	0.142
hypnotic	0.142
publisher	0.142
for certain	0.142
preventable	0.142
fate	0.142
frankness	0.142
start out	0.142
thelittlethings	0.142
wide	0.142
layered	0.142
asap	0.142
bionic	0.142
to sea	0.142
high stakes	0.142
diagnosis	0.142
lining	0.142
unaltered	0.142
promissory	0.142
lengthwise	0.142
face	0.142
once more	0.142
time spent	0.142
pineapple juice	0.142
literally	0.142
lime green	0.142
switchboard	0.142
hasten	0.142
research paper	0.142
catamaran	0.142
skinny jeans	0.142
ethnography	0.142
at hand	0.142
safe harbor	0.142
electronic	0.142
chin	0.142
centerfold	0.142
go around	0.142
laboratory	0.142
bbq sauce	0.142
taking place	0.142
bench	0.142
say	0.142
solid food	0.142
gravitate to	0.142
fiddle	0.142
underwriter	0.142
traverse	0.142
afford	0.142
progeny	0.142
flows	0.142
fridge	0.142
post office	0.142
oftentimes	0.142
magnet	0.142
much as	0.142
flash	0.142
time frame	0.142
back pay	0.142
onyx	0.142
in vogue	0.142
food bank	0.142
synergistic	0.142
porter	0.142
video footage	0.142
long term	0.142
the point	0.142
average joe	0.142
shrimp	0.142
auto	0.142
get to	0.142
little guy	0.142
mechanic	0.142
expedite	0.142
foreign policy	0.142
courthouse	0.142
lords	0.142
hardy	0.142
opportunism	0.142
idyllic	0.142
rooftop	0.142
inimitable	0.142
traffic control	0.142
statistician	0.142
close attention	0.142
fixer upper	0.142
driving range	0.142
mission statement	0.142
jingle bell	0.142
voter turnout	0.142
strategist	0.142
changing	0.142
the usual	0.142
tea bag	0.142
checkpoint	0.142
dogsick	0.142
package	0.142
right turn	0.142
bearer	0.142
studio apartment	0.142
sympathize with	0.142
patented	0.142
guest appearance	0.142
homology	0.142
seesaw	0.140
computable	0.140
lark	0.140
pinto	0.140
emption	0.140
northern	0.140
no probs	0.140
yellows	0.140
hydrant	0.140
exposure	0.140
full price	0.140
leaned	0.140
adjective	0.140
pound	0.140
rife	0.140
storehouse	0.140
casserole	0.140
collected	0.140
literal	0.140
take place	0.140
spread	0.140
siren	0.140
give her	0.140
intensive	0.140
citation	0.140
analogue	0.140
signature	0.140
effect	0.140
provisionally	0.140
beforehand	0.140
unadulterated	0.140
germane	0.140
glossary	0.140
harness	0.140
weightloss	0.140
scene	0.140
stipulate	0.140
pantyhose	0.140
cumulus	0.140
attachment	0.140
hectares	0.140
fixed income	0.140
apex	0.140
uniform	0.140
corduroy	0.140
down pat	0.140
stationery	0.140
doorman	0.140
school yard	0.140
extended	0.140
lengthy	0.140
funny business	0.138
come near	0.138
municipality	0.138
follow on	0.138
seducing	0.138
unfettered	0.138
unveiling	0.138
popularity contest	0.138
step on	0.138
was to	0.138
dress shirt	0.138
bases	0.138
ho ho	0.138
able bodied	0.138
free throw	0.138
online banking	0.138
pass on	0.138
associated press	0.138
massive	0.138
over easy	0.138
call time	0.138
typically	0.138
come before	0.138
cartoon character	0.138
researcher	0.138
waffle fries	0.138
webinar	0.138
inner circle	0.138
blue eyes	0.138
private school	0.138
implacable	0.138
building blocks	0.138
have do	0.138
airline industry	0.138
peer reviewed	0.138
long weekend	0.138
fast one	0.138
jet set	0.138
periodic table	0.138
sea level	0.138
treasure trove	0.138
government agency	0.138
taming	0.138
big blue	0.138
greenhouse gas	0.138
hot cocoa	0.138
single handedly	0.138
paradigm shift	0.138
a roll	0.138
room temperature	0.138
white space	0.138
coffee bean	0.138
invest in	0.138
know better	0.138
by design	0.138
hair gel	0.138
fave	0.138
race car	0.138
scrambled eggs	0.138
equate to	0.138
halloween costume	0.138
chartered	0.138
count on	0.138
gain control	0.138
piper	0.138
window dressing	0.138
personality test	0.138
chicken wing	0.138
office hours	0.138
gated community	0.138
root for	0.138
online	0.138
security camera	0.138
skin	0.138
time capsule	0.138
facial expression	0.138
essential services	0.138
be up	0.138
vancouver	0.138
talking point	0.138
lecture hall	0.138
in bed	0.138
tortilla chips	0.138
electric car	0.138
full term	0.138
coconut oil	0.138
igloo	0.138
afford to	0.138
many a	0.138
stem cell	0.138
arcade game	0.138
get high	0.138
gamble	0.136
in step	0.136
cards	0.136
zoology	0.136
take flight	0.136
parallel	0.136
quarter	0.136
urban legend	0.136
no nonsense	0.136
first night	0.134
seek to	0.134
common man	0.134
state line	0.134
visiting hours	0.134
straight up	0.134
zebra	0.134
park avenue	0.134
rule in	0.134
orange bowl	0.134
in sync	0.134
wrap up	0.134
fine line	0.134
steering wheel	0.134
user base	0.134
rule	0.134
full page	0.134
lap dance	0.134
on foot	0.134
provided that	0.134
rom com	0.134
quick one	0.134
all that	0.134
eggs benedict	0.134
talk of	0.134
space needle	0.134
wear on	0.134
film industry	0.134
on duty	0.134
sun belt	0.134
want in	0.134
see beyond	0.134
social event	0.134
building code	0.134
etching	0.134
extra innings	0.134
courtesy of	0.134
birth control	0.134
meant to	0.134
function as	0.134
give way	0.134
hahah	0.134
badge	0.134
check mark	0.134
federal party	0.134
attribute to	0.134
time warp	0.134
mountain time	0.134
reference point	0.134
